token,n,N,log_factor
cont,2,6,0.6020599913279624
contain,1,6,0.8450980400142568
context,1,6,0.8450980400142568
continu,1,6,0.8450980400142568
contrast,1,6,0.8450980400142568
convert,1,6,0.8450980400142568
corpor,1,6,0.8450980400142568
could,1,6,0.8450980400142568
cruc,1,6,0.8450980400142568
cur,1,6,0.8450980400142568
custom,1,6,0.8450980400142568
dat,1,6,0.8450980400142568
dataset,4,6,0.3979400086720376
deep,1,6,0.8450980400142568
demonst,3,6,0.47712125471966244
describ,1,6,0.8450980400142568
design,1,6,0.8450980400142568
detail,1,6,0.8450980400142568
differenty,1,6,0.8450980400142568
difficult,1,6,0.8450980400142568
direct,2,6,0.6020599913279624
discrep,1,6,0.8450980400142568
discret,1,6,0.8450980400142568
distil,1,6,0.8450980400142568
distinct,1,6,0.8450980400142568
divers,1,6,0.8450980400142568
dl,1,6,0.8450980400142568
docu,3,6,0.47712125471966244
due,1,6,0.8450980400142568
e,1,6,0.8450980400142568
effect,3,6,0.47712125471966244
efficy,2,6,0.6020599913279624
emerg,1,6,0.8450980400142568
empir,1,6,0.8450980400142568
en,1,6,0.8450980400142568
enh,2,6,0.6020599913279624
enough,1,6,0.8450980400142568
ensembl,1,6,0.8450980400142568
ess,1,6,0.8450980400142568
estim,1,6,0.8450980400142568
ev,1,6,0.8450980400142568
evalu,3,6,0.47712125471966244
ex,1,6,0.8450980400142568
exhibit,1,6,0.8450980400142568
expand,1,6,0.8450980400142568
expery,4,6,0.3979400086720376
expl,2,6,0.6020599913279624
exploit,1,6,0.8450980400142568
extend,1,6,0.8450980400142568
fav,1,6,0.8450980400142568
feat,1,6,0.8450980400142568
fee,1,6,0.8450980400142568
feedback,2,6,0.6020599913279624
field,1,6,0.8450980400142568
fil,1,6,0.8450980400142568
fin,3,6,0.47712125471966244
find,2,6,0.6020599913279624
first,3,6,0.47712125471966244
flan,1,6,0.8450980400142568
foc,1,6,0.8450980400142568
form,2,6,0.6020599913279624
found,1,6,0.8450980400142568
four,1,6,0.8450980400142568
framework,1,6,0.8450980400142568
ful,1,6,0.8450980400142568
fulfil,1,6,0.8450980400142568
furtherm,2,6,0.6020599913279624
g,1,6,0.8450980400142568
gain,1,6,0.8450980400142568
gap,1,6,0.8450980400142568
gen,4,6,0.3979400086720376
gencrf,1,6,0.8450980400142568
genqrensembl,1,6,0.8450980400142568
genqrensemblerf,1,6,0.8450980400142568
giv,2,6,0.6020599913279624
goodread,1,6,0.8450980400142568
gpt,2,6,0.6020599913279624
grain,1,6,0.8450980400142568
gramm,1,6,0.8450980400142568
graph,1,6,0.8450980400142568
group,1,6,0.8450980400142568
help,1,6,0.8450980400142568
hist,1,6,0.8450980400142568
hit,1,6,0.8450980400142568
howev,1,6,0.8450980400142568
id,1,6,0.8450980400142568
immedy,1,6,0.8450980400142568
improv,4,6,0.3979400086720376
includ,1,6,0.8450980400142568
inconsist,1,6,0.8450980400142568
incorp,1,6,0.8450980400142568
inf,1,6,0.8450980400142568
inform,4,6,0.3979400086720376
inh,1,6,0.8450980400142568
init,1,6,0.8450980400142568
innov,1,6,0.8450980400142568
input,3,6,0.47712125471966244
inspir,2,6,0.6020599913279624
instruct,2,6,0.6020599913279624
instructgpt,1,6,0.8450980400142568
int,2,6,0.6020599913279624
integr,2,6,0.6020599913279624
interact,1,6,0.8450980400142568
interest,1,6,0.8450980400142568
introduc,2,6,0.6020599913279624
investig,1,6,0.8450980400142568
involv,1,6,0.8450980400142568
ir,2,6,0.6020599913279624
item,2,6,0.6020599913279624
keyword,1,6,0.8450980400142568
knowledg,1,6,0.8450980400142568
known,1,6,0.8450980400142568
langu,6,6,0.3010299956639812
larg,6,6,0.3010299956639812
learn,1,6,0.8450980400142568
lev,3,6,0.47712125471966244
level,1,6,0.8450980400142568
lik,1,6,0.8450980400142568
limit,2,6,0.6020599913279624
linear,1,6,0.8450980400142568
link,1,6,0.8450980400142568
listw,1,6,0.8450980400142568
lit,1,6,0.8450980400142568
llm,4,6,0.3979400086720376
llms,4,6,0.3979400086720376
long,1,6,0.8450980400142568
loop,1,6,0.8450980400142568
man,1,6,0.8450980400142568
manifest,1,6,0.8450980400142568
many,1,6,0.8450980400142568
map,1,6,0.8450980400142568
may,1,6,0.8450980400142568
met,2,6,0.6020599913279624
method,2,6,0.6020599913279624
methodolog,1,6,0.8450980400142568
ml,1,6,0.8450980400142568
mod,2,6,0.6020599913279624
model,6,6,0.3010299956639812
modern,1,6,0.8450980400142568
moreov,1,6,0.8450980400142568
most,1,6,0.8450980400142568
moviel,1,6,0.8450980400142568
movy,1,6,0.8450980400142568
mrr,2,6,0.6020599913279624
msmarco,1,6,0.8450980400142568
mult,1,6,0.8450980400142568
multipl,3,6,0.47712125471966244
n,1,6,0.8450980400142568
nam,1,6,0.8450980400142568
nat,2,6,0.6020599913279624
ndcg,4,6,0.3979400086720376
nee,2,6,0.6020599913279624
neglect,1,6,0.8450980400142568
new,1,6,0.8450980400142568
nod,1,6,0.8450980400142568
noisy,1,6,0.8450980400142568
novel,2,6,0.6020599913279624
object,1,6,0.8450980400142568
obtain,1,6,0.8450980400142568
off,1,6,0.8450980400142568
oft,1,6,0.8450980400142568
on,1,6,0.8450980400142568
op,2,6,0.6020599913279624
optim,1,6,0.8450980400142568
origin,1,6,0.8450980400142568
outperform,1,6,0.8450980400142568
overlook,1,6,0.8450980400142568
pairw,1,6,0.8450980400142568
pap,4,6,0.3979400086720376
paradigm,1,6,0.8450980400142568
paramet,1,6,0.8450980400142568
paraphras,1,6,0.8450980400142568
pass,1,6,0.8450980400142568
perform,3,6,0.47712125471966244
phas,1,6,0.8450980400142568
pivot,1,6,0.8450980400142568
plain,1,6,0.8450980400142568
play,1,6,0.8450980400142568
pod,1,6,0.8450980400142568
pointw,1,6,0.8450980400142568
poss,1,6,0.8450980400142568
post,1,6,0.8450980400142568
pot,2,6,0.6020599913279624
pow,3,6,0.47712125471966244
pract,1,6,0.8450980400142568
pre,1,6,0.8450980400142568
predict,1,6,0.8450980400142568
prevy,3,6,0.47712125471966244
priorit,1,6,0.8450980400142568
problem,3,6,0.47712125471966244
process,4,6,0.3979400086720376
produc,1,6,0.8450980400142568
prom,2,6,0.6020599913279624
prompt,5,6,0.3424226808222063
propos,5,6,0.3424226808222063
provid,1,6,0.8450980400142568
prp,1,6,0.8450980400142568
pseudo,1,6,0.8450980400142568
publ,1,6,0.8450980400142568
qerm,1,6,0.8450980400142568
qr,1,6,0.8450980400142568
query,4,6,0.3979400086720376
rank,3,6,0.47712125471966244
rat,1,6,0.8450980400142568
real,1,6,0.8450980400142568
reason,1,6,0.8450980400142568
rec,4,6,0.3979400086720376
recommend,2,6,0.6020599913279624
reduc,2,6,0.6020599913279624
redund,1,6,0.8450980400142568
refin,1,6,0.8450980400142568
reform,2,6,0.6020599913279624
rel,1,6,0.8450980400142568
relev,1,6,0.8450980400142568
repres,2,6,0.6020599913279624
requir,1,6,0.8450980400142568
research,2,6,0.6020599913279624
respons,1,6,0.8450980400142568
result,4,6,0.3979400086720376
retriev,2,6,0.6020599913279624
reward,1,6,0.8450980400142568
rol,1,6,0.8450980400142568
rul,1,6,0.8450980400142568
scraped,1,6,0.8450980400142568
scraping,1,6,0.8450980400142568
seamless,1,6,0.8450980400142568
search,3,6,0.47712125471966244
self,1,6,0.8450980400142568
sem,1,6,0.8450980400142568
sequ,2,6,0.6020599913279624
sery,1,6,0.8450980400142568
sess,1,6,0.8450980400142568
set,3,6,0.47712125471966244
sev,1,6,0.8450980400142568
sgr,1,6,0.8450980400142568
shelf,1,6,0.8450980400142568
shot,2,6,0.6020599913279624
show,2,6,0.6020599913279624
shown,1,6,0.8450980400142568
sign,4,6,0.3979400086720376
singl,1,6,0.8450980400142568
siz,1,6,0.8450980400142568
solv,1,6,0.8450980400142568
sota,1,6,0.8450980400142568
sourc,2,6,0.6020599913279624
spec,1,6,0.8450980400142568
st,1,6,0.8450980400142568
standard,1,6,0.8450980400142568
stat,3,6,0.47712125471966244
step,1,6,0.8450980400142568
strategies,3,6,0.47712125471966244
strategy,1,6,0.8450980400142568
structural,1,6,0.8450980400142568
structure,1,6,0.8450980400142568
structures,1,6,0.8450980400142568
study,1,6,0.8450980400142568
subsequ,1,6,0.8450980400142568
success,2,6,0.6020599913279624
sum,1,6,0.8450980400142568
superv,2,6,0.6020599913279624
supery,1,6,0.8450980400142568
surpass,1,6,0.8450980400142568
suscept,1,6,0.8450980400142568
symbol,1,6,0.8450980400142568
system,2,6,0.6020599913279624
tak,3,6,0.47712125471966244
task,5,6,0.3424226808222063
techn,4,6,0.3979400086720376
templ,2,6,0.6020599913279624
text,3,6,0.47712125471966244
three,1,6,0.8450980400142568
thu,1,6,0.8450980400142568
tiangong,1,6,0.8450980400142568
tim,3,6,0.47712125471966244
titl,1,6,0.8450980400142568
tool,1,6,0.8450980400142568
top,2,6,0.6020599913279624
topolog,1,6,0.8450980400142568
tradit,2,6,0.6020599913279624
train,2,6,0.6020599913279624
transform,1,6,0.8450980400142568
trec,1,6,0.8450980400142568
tun,2,6,0.6020599913279624
two,1,6,0.8450980400142568
typ,1,6,0.8450980400142568
ul2,1,6,0.8450980400142568
ultim,1,6,0.8450980400142568
understand,3,6,0.47712125471966244
unleash,1,6,0.8450980400142568
unparallel,1,6,0.8450980400142568
upto,1,6,0.8450980400142568
us,6,6,0.3010299956639812
vary,4,6,0.3979400086720376
vect,1,6,0.8450980400142568
view,1,6,0.8450980400142568
web,1,6,0.8450980400142568
weight,1,6,0.8450980400142568
wel,1,6,0.8450980400142568
within,1,6,0.8450980400142568
word,2,6,0.6020599913279624
world,1,6,0.8450980400142568
x,1,6,0.8450980400142568
year,1,6,0.8450980400142568
zero,1,6,0.8450980400142568
